"1024B","128B","12B"
8.52947,12.56998,12.71253
12.59627,13.50836,12.45974
10.69725,12.46881,13.72706
8.92808,11.95227,12.23901
9.58042,12.90799,15.23295
9.1435,12.20589,15.17472
8.91464,12.8887,17.17532
11.80853,12.63454,14.89289
13.0088,12.99132,14.58056
8.99613,15.6726,12.06141
8.32975,13.43022,45.88478
9.99557,15.63614,13.19231
10.21275,14.79481,13.74316
9.13461,13.01777,13.62884
8.65682,13.79787,13.36457
11.60709,12.90384,12.33958
14.75088,12.42622,12.32049
9.17608,12.77024,12.20761
7.95201,13.44319,14.18758
8.50533,13.46482,12.41199
9.40858,12.45814,13.20635
8.75556,13.52768,11.95751
8.41752,14.35365,13.6656
12.10686,12.02265,13.17315
10.03539,13.47098,14.35358
8.29595,13.94122,12.54249
10.83484,15.17542,12.41434
9.308,11.65239,13.74329
7.8581,12.39478,16.35547
12.04793,15.84832,15.15973
15.2714,16.78928,12.56922
9.43509,11.69741,13.3469
12.10932,15.12203,14.66277
8.86584,13.95847,15.70966
9.53404,16.56034,14.43543
8.48185,13.86062,16.70896
12.92345,13.16848,15.00794
9.00089,13.54404,14.98372
8.75316,13.9232,14.54784
8.48487,12.97879,15.08999
12.66523,14.06985,14.56636
10.75854,15.33172,12.74428
8.68301,14.40523,14.39043
8.50579,15.83157,14.70027
11.21929,12.19442,15.40145
13.03577,11.60072,12.3475
9.71296,11.84776,12.72392
11.23628,13.60882,17.04444
10.40514,13.30592,14.7533
8.49985,13.28506,12.4861
10.48336,14.94363,13.64433
15.11013,17.72348,13.32802
10.37968,11.91829,12.35202
15.0277,29.68003,17.41507
9.04836,16.33088,18.31294
11.69314,15.82817,12.70209
9.97419,14.06417,12.33043
28.35022,11.41556,13.43902
9.98069,13.01176,14.72915
10.77651,15.60143,13.15313
8.70467,15.43409,14.53604
9.36948,14.15265,12.38966
7.84572,11.47356,12.98502
10.00369,13.19672,16.0469
8.78028,12.95948,16.13225
12.83928,14.55552,17.07219
11.01581,12.81093,12.92471
