1024B,128B,12B
38.65407,23.94207,14.2509
28.66748,13.94284,19.27462
34.20805,18.91304,9.27062
38.68705,38.89006,14.28762
28.68708,13.96933,19.2883
33.58151,18.90753,9.30624
53.58724,23.98701,14.30586
28.70683,13.99575,19.32599
33.60349,18.95997,9.31748
38.73007,24.00758,14.34151
28.71819,14.0483,19.33517
33.61996,18.95854,9.3541
38.72616,24.04003,14.35285
42.22165,14.0488,19.38084
33.63758,18.99296,9.37246
49.57439,24.05452,14.39252
28.65242,14.0992,19.39009
33.65849,19.0095,9.40987
38.66529,24.08906,14.40368
28.67472,14.09783,19.42701
37.65518,19.0501,9.41936
38.69577,24.10755,14.44034
43.69567,14.15422,19.43702
33.70408,19.06117,9.45902
38.70863,24.14396,14.45463
28.71186,14.15077,19.47868
33.71566,34.16363,9.47037
38.72462,24.16446,14.49428
28.72468,14.1832,19.49201
37.71463,19.11544,9.51152
38.74346,24.19497,14.50166
39.85144,14.19575,19.52968
33.75913,19.16593,9.52118
49.85976,39.15298,14.54526
28.76484,14.2282,19.53887
33.77305,19.17049,9.56267
38.782,24.24195,14.55651
28.78931,14.25477,19.58018
33.80464,19.21485,9.5761
38.79812,24.26054,14.59307
42.39729,14.28521,19.5938
33.82502,19.21345,9.61179
38.82234,24.29289,14.61148
28.83333,14.30166,19.63139
33.83074,19.26989,9.6231
38.8403,24.31542,14.64706
28.84932,14.35814,19.64072
44.83391,19.26638,9.66425
38.86279,24.34792,14.65438
28.86893,14.35468,19.68641
33.87388,19.29887,9.67796
38.88615,24.36441,14.69801
28.88931,14.40909,19.69577
33.89334,19.31736,9.71554
38.9021,24.39889,14.70922
28.90212,14.40772,19.73296
33.9172,19.34985,9.72495
38.9253,24.41342,14.74589
28.92548,14.44205,19.74253
33.93397,19.36831,9.76457
38.93834,25.01322,14.76025
32.856,14.43066,19.78424
44.94409,19.40079,9.77581
42.85981,24.45641,14.79983
28.97808,14.48107,19.79356
33.9789,19.42533,9.81679
38.98008,24.4989,14.80715
28.99129,14.50967,19.83517
33.99507,19.46975,9.82686
38.99604,24.5074,14.85086
29.0072,14.53207,19.84442
34.01424,19.47631,9.86817
39.02036,24.54783,14.862
29.0305,14.5606,19.88569
34.02815,19.52485,9.88166
39.04041,24.55836,14.89867
29.04643,29.54045,19.89941
34.05166,19.5253,9.91735
39.06351,24.59278,14.91096
42.66612,14.61555,19.93694
34.06824,19.54972,9.92865
39.07957,24.60536,14.95267
29.07958,14.64002,19.94627
34.09659,19.57424,9.96949
39.10261,24.6478,14.95999
29.10284,14.66656,19.99196
34.11209,19.6007,9.98351
39.11686,39.60372,15.00358
33.04251,14.67902,20.0012
34.14563,19.62923,10.02089
39.13324,24.69875,15.01474
29.14161,14.70955,20.03849
34.15572,19.65767,10.0305
39.15671,24.72529,15.05144
29.16763,14.73397,20.04818
34.16982,19.68221,10.06712
39.17253,24.74967,15.06574
35.313,14.76049,20.08979
34.20174,19.7287,10.08142
52.7875,24.78034,15.10544
29.207,14.78702,20.09911
34.20461,19.7372,10.11798
39.21672,24.80673,15.11271
29.22301,29.74891,20.13567
34.22791,19.75371,10.13228
39.24011,24.80522,15.15635
42.82806,14.8419,20.14997
34.24377,19.78415,10.17376
50.18733,24.8517,15.16762
29.25624,14.86844,20.19127
34.2721,19.81061,10.18721
39.27736,24.86025,15.2043
29.27943,14.89493,20.20489
34.28794,19.82916,10.2229
39.29033,39.83415,15.22167
29.29544,14.90749,20.24247
34.31139,19.86561,10.23419
54.31,24.92923,15.32574
29.99079,14.93852,20.2798
38.23832,19.88615,10.27476
39.34269,24.89101,15.33629
29.34058,14.88785,20.29933
45.27343,19.90275,10.28902
39.34917,24.91355,15.37518
29.36027,14.92024,20.3308
34.36514,19.92719,10.33055
39.3774,24.93804,15.38979
29.38347,14.93883,20.34534
19.3837,19.95359,10.33598
24.39226,24.96453,15.42399
29.39744,14.97137,20.38166
