1024B,128B,12B
18.04395,11.12824,14.62379
18.88118,14.53222,12.96951
16.54656,12.2789,12.15013
32.75918,11.04703,14.63562
21.38538,14.41292,12.92747
15.86425,13.53187,11.98897
18.03779,18.65175,14.6433
18.90532,25.77546,12.91131
16.54602,12.06189,11.91277
20.96148,11.03827,14.66228
18.90906,14.51295,12.98547
16.55491,13.48484,12.00256
18.09638,11.15113,14.65082
18.91111,14.54431,12.93151
16.5587,12.29546,12.16958
18.05852,11.0663,14.66286
20.49432,14.43776,12.98487
16.56625,13.54519,12.01167
18.06145,11.15873,14.6706
18.92083,19.55384,12.98087
16.5349,26.19556,15.93941
18.09469,10.67294,11.77217
22.54695,15.52423,15.66207
20.78017,10.95908,12.01095
18.09863,11.08274,14.69427
18.90538,14.52684,12.99621
16.53827,12.27136,12.17986
18.09357,11.12794,14.68989
18.91304,14.44209,12.95449
33.16875,13.50257,12.01604
16.54136,11.18702,14.56473
18.91316,14.56549,13.00488
16.54465,24.59701,12.18313
18.11652,10.86414,11.78725
18.94807,12.07636,15.4549
16.54863,11.0686,11.9798
29.37439,11.11125,15.83252
22.48408,14.54212,12.05101
20.74835,12.29456,12.07247
21.86601,11.09769,15.5373
18.93256,14.46127,12.94759
16.58393,13.56974,12.03263
37.93125,11.18612,14.68249
23.56533,14.59503,13.01785
22.78252,12.32315,12.2325
25.13646,26.10549,14.71345
18.92139,23.60568,13.02147
24.10053,13.38808,12.04726
18.1287,11.16138,14.70504
30.17938,14.57816,13.02732
15.89623,12.32263,13.77292
21.83546,11.10609,15.72844
18.92914,14.55544,12.93306
16.59927,13.58017,12.01161
18.15258,11.2065,14.71668
66.06391,14.60395,13.03651
16.54339,12.33826,12.25185
18.14505,11.11483,14.72045
18.94501,27.0641,27.8348
20.81734,26.14358,11.83346
18.14445,9.85912,15.66157
18.96473,14.57077,16.36368
28.2634,12.30006,12.15273
18.13475,11.1296,14.72169
24.8789,14.48426,14.66646
16.56375,16.10823,12.09566
21.83937,11.16553,14.72151
18.95658,14.59162,13.04903
72.83248,12.31055,12.23227
18.14108,11.12916,15.5844
18.94842,14.58719,15.86269
16.58164,15.85574,23.47889
18.12556,24.87909,12.87624
18.99843,10.88129,12.04077
16.57714,15.57716,15.8687
19.39003,10.99649,11.81872
18.95615,14.59095,12.91803
16.63716,13.52989,12.04236
18.1188,16.24584,14.73665
18.97206,10.89158,13.05965
16.61024,15.57899,12.2555
33.50417,11.00563,14.74534
18.90252,14.59677,15.83886
16.57176,13.54178,11.87776
18.12829,10.90575,20.3597
18.97686,24.60496,11.84106
16.62724,12.31908,12.1492
18.16992,11.15582,16.84917
30.4554,14.60203,12.98208
18.27663,13.55346,12.09774
18.16058,11.26098,14.75264
18.98058,19.65718,13.07823
16.63439,12.36665,12.27553
18.13309,11.14794,14.82406
18.98841,14.60902,13.05249
28.98145,13.578,18.41876
18.13247,11.25309,11.82962
18.98437,24.39892,16.64955
16.6375,25.04898,12.1213
18.11797,10.74817,14.75999
19.04673,15.61174,19.19522
16.64165,11.02819,11.98459
18.14962,11.17259,15.71559
19.02522,14.62043,12.09233
16.62072,22.21024,12.16232
18.149,10.99519,15.61863
24.88102,15.60443,12.9853
16.60547,11.04339,12.12889
29.39303,11.18161,21.85176
19.05324,14.63191,13.06644
16.64744,12.36206,22.29464
18.13857,26.05925,11.88002
19.03154,10.88136,15.74624
16.65356,15.61166,12.09683
18.16122,11.19145,15.61305
30.2546,14.67502,13.06177
15.98551,12.36987,12.30675
18.18683,10.8599,15.73138
19.04997,14.64838,13.05852
16.63684,13.61952,12.117
18.16904,11.28247,14.77126
32.44019,14.68673,26.70912
16.63702,12.36366,12.16834
18.14085,11.19687,14.78308
19.06348,25.88287,13.08808
16.64641,13.62449,12.13821
21.90306,11.27601,15.63272
24.93606,14.69947,13.07915
18.62436,12.41792,12.20109
18.14839,11.19172,14.83093
19.0728,22.25504,13.09174
16.64831,13.66581,12.13059
18.1619,11.26774,14.8146
22.57895,14.70095,13.02655
34.53431,12.36445,13.47825
18.14867,11.2032,15.67058
19.07146,14.65694,13.01446
16.6723,26.33318,12.08013
18.16011,12.74475,14.8029
19.03954,10.97332,13.11247
16.6925,15.85782,12.08768
40.35223,10.95605,14.82264
22.70275,15.65793,13.11185
20.89205,10.68407,12.13239
25.13142,11.2149,14.71454
18.97528,14.69332,13.05901
17.7832,12.41488,12.23603
48.41616,11.22865,16.80849
22.58952,14.69013,13.09505
20.86974,13.65254,12.09875
18.20591,17.47581,14.81094
19.06006,10.98356,13.09936
16.72103,15.6504,12.24223
18.16184,11.09911,14.42053
21.97695,14.70124,13.11301
16.67921,13.63817,12.15543
18.16908,11.30245,14.82661
19.05976,14.74334,13.12177
16.71373,12.39911,12.27755
32.18541,11.23089,14.8697
40.58655,14.69683,21.4327
18.3752,13.67144,12.05752
18.18045,11.31818,12.98677
19.07158,29.74866,12.15225
16.69155,9.33305,12.21924
18.19406,11.11866,14.85923
19.07947,14.7167,12.59106
16.69509,13.6809,12.15567
18.14875,11.3335,14.84978
19.05863,14.7574,13.14061
16.74344,12.41086,12.3586
18.16028,11.14867,14.87778
19.00524,14.71066,13.12276
42.06134,13.67993,11.89161
18.17222,11.33402,14.84223
19.07388,14.76584,13.13757
16.70801,26.39023,12.36938
18.18547,10.97326,14.87729
19.09899,15.68192,13.15815
16.7131,11.13643,12.20335
18.18837,11.16655,15.69444
19.07886,14.72151,13.12947
16.71309,12.44947,12.27545
18.16789,11.16354,14.88193
19.03288,14.72724,13.1629
31.53678,13.70379,12.20776
19.5171,11.32601,14.88467
19.01316,14.77669,13.15633
16.74548,12.49225,12.38539
18.1795,31.2697,14.89643
19.03452,9.73949,13.18019
16.72873,15.96628,12.21854
18.19984,11.32682,14.86996
19.01564,14.76227,18.08524
20.93685,12.44223,12.24483
18.22633,11.17348,14.87773
19.10205,14.7372,13.17372
16.73711,13.69063,12.22604
33.01062,11.34129,14.86955
39.41426,14.78915,13.16171
16.76556,12.44667,12.29112
18.2056,11.19187,12.0672
19.05014,29.74538,15.91867
