"ll-115200-dma-debug","ll-115200-dma-minsize","ll-115200-dma-release","ll-115200-irq-debug","ll-115200-irq-minsize","ll-115200-irq-release","ll-115200-poll-debug","ll-115200-poll-minsize","ll-115200-poll-release"
1160440,1059620,NA,1061600,1052280,1052080,1067100,1048360,1050020
1088410,1144890,NA,1060260,1050960,1050760,1065670,1046990,1048920
1173280,1141480,NA,1067580,1049660,1049420,1064450,1054580,1047540
1164060,1138050,NA,1066320,1048320,1048180,1062860,1053210,1046260
1163620,1054310,NA,1064960,1046980,1046820,1061400,1051920,1044970
1092050,1148280,NA,1063680,1054360,1045480,1060180,1050610,1052340
1176560,1144860,NA,1062360,1053040,1052860,1067560,1049030,1051030
1167580,1141330,NA,1061040,1051740,1051540,1066650,1047980,1049690
1158380,1057750,NA,1059720,1050400,1050300,1065260,1046490,1048350
1086790,1143140,NA,1067040,1049100,1048960,1063400,1054010,1046960
1171250,1139600,NA,1065780,1047780,1047600,1062530,1052520,1045640
1170810,1136110,NA,1064300,1055200,1046260,1061170,1051110,1044420
1161940,1061090,NA,1062840,1053880,1044940,1059980,1050080,1051570
1089950,1146490,NA,1061820,1052580,1052320,1067350,1048550,1050360
1174850,1142950,NA,1060480,1051240,1050960,1065940,1047420,1049070
1165660,1139560,NA,1067880,1049880,1049740,1064650,1054540,1047730
1156840,1055820,NA,1066540,1048560,1048400,1062920,1053290,1046290
1093300,1141220,NA,1065160,1047240,1047060,1062120,1051860,1045160
1178130,1137670,NA,1063900,1054640,1045720,1060790,1050800,1052320
1169230,1142970,NA,1062560,1053320,1053100,1059020,1049510,1051200
1160020,1059220,NA,1061280,1051980,1051740,1066510,1048200,1049690
1087990,1144630,NA,1059940,1050640,1050440,1065150,1046590,1048490
1172920,1141140,NA,1067260,1049340,1049080,1064000,1053970,1047300
1163770,1137610,NA,1066000,1048000,1047900,1062420,1052720,1045980
1163350,1054030,NA,1064520,1046660,1046500,1061150,1051340,1044620
1091350,1148000,NA,1063080,1054040,1045180,1059980,1050300,1051920
1176270,1144580,NA,1061800,1052680,1052540,1067330,1048980,1050460
1167370,1141010,NA,1060700,1051380,1051220,1065830,1047380,1049340
1158020,1057430,NA,1068020,1050040,1049980,1064530,1054730,1047830
1086440,1142700,NA,1066760,1048740,1048580,1063450,1053460,1046660
1179700,1139280,NA,1065380,1047460,1047260,1061890,1052120,1045320
1170550,1135750,NA,1064120,1054880,1045900,1060600,1050830,1052760
1161780,1060770,NA,1062780,1053560,1044680,1059500,1049710,1051420
1089760,1146180,NA,1061500,1052200,1051940,1066950,1048440,1050100
1174260,1142640,NA,1060160,1050860,1050720,1065490,1047080,1048760
1165440,1139220,NA,1067480,1049520,1049360,1064430,1054230,1047470
1156200,1055500,NA,1066220,1048200,1048040,1062760,1052850,1046160
1093020,1140930,NA,1064660,1046960,1046800,1061330,1051530,1044820
1177960,1146080,NA,1063300,1054240,1045480,1060130,1050260,1052000
1168600,1142550,NA,1062240,1052900,1052740,1067480,1049150,1050680
1159800,1058970,NA,1060940,1051600,1051400,1065970,1047670,1049370
1087770,1144350,NA,1068240,1050280,1050200,1064710,1054950,1048290
1172630,1140830,NA,1066980,1049060,1048820,1063650,1053900,1046900
1163450,1137360,NA,1065620,1047740,1047500,1062070,1052560,1045590
1162980,1053640,NA,1064340,1055100,1046160,1060730,1051290,1052970
1091410,1147640,NA,1063020,1053780,1044860,1059600,1049710,1051610
1175940,1144240,NA,1061720,1052420,1052240,1067140,1048630,1050300
1167110,1140690,NA,1060460,1051100,1050920,1065710,1047130,1048930
1157860,1057110,NA,1067700,1049760,1049560,1064470,1054500,1047690
1085980,1142460,NA,1066440,1048460,1048340,1062740,1053350,1046300
1179190,1138920,NA,1064860,1047140,1046960,1061950,1052010,1045040
1170380,1135480,NA,1063520,1054500,1045600,1060660,1050440,1052360
1161200,1060440,NA,1062480,1053160,1053000,1058890,1049420,1051090
1089300,1145840,NA,1061160,1051860,1051640,1066410,1047800,1049760
1174240,1142320,NA,1059840,1050540,1050420,1065070,1046550,1048390
1165060,1138920,NA,1067200,1049240,1049040,1063940,1053930,1046960
1155860,1055190,NA,1065840,1047900,1047720,1062460,1052820,1045810
1092680,1140600,NA,1064560,1046600,1046460,1061090,1051320,1044330
1177530,1145770,NA,1063000,1054000,1045100,1059960,1049960,1051810
1168300,1142230,NA,1061920,1052640,1052500,1067290,1048640,1050520
1159340,1058650,NA,1060620,1051320,1051140,1065790,1047370,1049200
1087350,1143940,NA,1067900,1049980,1049820,1064520,1054720,1047860
1172350,1140510,NA,1066660,1048680,1048440,1063460,1053570,1046400
1171890,1136960,NA,1065180,1047360,1047200,1061910,1052000,1045300
1162710,1053380,NA,1063740,1054740,1045860,1060620,1050950,1052580
1090820,1147350,NA,1062700,1053400,1053280,1059520,1049460,1051360
1175660,1143850,NA,1061380,1052100,1051920,1066960,1048040,1049970
1166440,1140440,NA,1060060,1050760,1050600,1065620,1046800,1048680
1157570,1056840,NA,1067420,1049460,1049240,1063780,1054100,1047370
1085570,1142090,NA,1066100,1048140,1047920,1062870,1052740,1046030
1178880,1138550,NA,1064760,1046780,1046700,1061410,1051540,1044690
1170010,1143850,NA,1063460,1054180,1045300,1060190,1050410,1051900
1160830,1060110,NA,1062140,1052840,1052620,1067510,1049100,1050800
1088870,1145530,NA,1060840,1051540,1051380,1065960,1047590,1049420
1173760,1141990,NA,1068140,1050220,1050040,1064690,1054820,1048180
1164850,1138610,NA,1066880,1048900,1048700,1063610,1053790,1046630
1155620,1054850,NA,1065320,1047540,1047400,1062060,1052310,1045430
1092440,1140270,NA,1063960,1054940,1046040,1060700,1051140,1052660
1177300,1145430,NA,1062920,1053620,1044840,1059690,1049610,1051460
1168130,1142020,NA,1061640,1052300,1052100,1067060,1048530,1050030
1158930,1058320,NA,1060280,1051000,1050880,1065630,1047020,1048930
1087110,1143710,NA,1067620,1049660,1049500,1064430,1054290,1047540
1171990,1140170,NA,1066280,1048360,1048140,1062710,1053260,1046300
1171490,1136760,NA,1064980,1047040,1046920,1061900,1051950,1045000
1162620,1061750,NA,1063680,1054400,1045540,1060600,1050350,1052360
1090620,1146990,NA,1062360,1053080,1052960,1058850,1049130,1051040
1175500,1143600,NA,1061060,1051760,1051580,1066390,1047950,1049670
1166290,1140060,NA,1059740,1050400,1050240,1065050,1046640,1048350
1157090,1056470,NA,1067100,1049100,1049000,1064000,1053820,1046990
1085490,1141730,NA,1065620,1047780,1047660,1062420,1052720,1045720
1178700,1138310,NA,1064520,1055160,1046320,1061080,1051100,1044450
1169800,1143520,NA,1063140,1053840,1044960,1059930,1050070,1051560
1160470,1059790,NA,1061800,1052520,1052340,1067310,1048510,1050370
1088900,1145220,NA,1060520,1051220,1050980,1065780,1047240,1049150
1173400,1141670,NA,1067860,1049900,1049740,1064490,1054610,1047830
1164340,1138270,NA,1066500,1048560,1048400,1063460,1053460,1046490
1163870,1054540,NA,1065200,1047220,1047060,1061900,1051890,1044990
1092320,1139940,NA,1063900,1054620,1045820,1060610,1050830,1052500
1176740,1145110,NA,1062600,1053260,1053120,1059520,1049350,1051020
1167900,1141680,NA,1061260,1051940,1051780,1066450,1048170,1049850
1158640,1057950,NA,1059960,1050640,1050440,1065110,1046620,1048550
1087060,1143360,NA,1067020,1049300,1049220,1063930,1054000,1047250
1171570,1139810,NA,1065760,1048100,1047840,1062330,1052750,1045940
1171410,1136410,NA,1064380,1046780,1046540,1061610,1051340,1044580
1162150,1061400,NA,1063360,1054040,1045200,1059730,1050310,1051980
1090090,1146670,NA,1062020,1052720,1052640,1067100,1048990,1050590
1175010,1143260,NA,1060740,1051400,1051280,1066310,1047390,1049300
1165790,1139780,NA,1068080,1050180,1049940,1065020,1054740,1047960
1157030,1056070,NA,1066720,1048880,1048600,1063200,1053480,1046650
1085090,1141490,NA,1065440,1047500,1047260,1062390,1052130,1045210
1178340,1137950,NA,1064100,1054880,1046040,1061140,1050830,1052800
1169290,1143120,NA,1062880,1053540,1044700,1059330,1049710,1051460
1160140,1059540,NA,1061480,1052200,1052000,1066790,1048440,1050120
1088290,1144920,NA,1060180,1050900,1050760,1065380,1047080,1048730
1173110,1141380,NA,1067540,1049560,1049460,1064200,1054240,1047290
1164220,1137970,NA,1066060,1048260,1048080,1063170,1052880,1046110
1163720,1054250,NA,1064620,1046940,1046740,1061690,1051580,1044800
1091730,1148210,NA,1063580,1054360,1045500,1060450,1050320,1052000
1176670,1144720,NA,1062240,1053040,1052800,1058700,1048900,1050690
1167460,1141330,NA,1060960,1051680,1051420,1066270,1047710,1049370
1158630,1057730,NA,1068300,1050340,1050240,1065050,1054940,1048300
1086610,1142980,NA,1066940,1049040,1048880,1063900,1053890,1046960
1179810,1139450,NA,1065420,1047720,1047540,1062300,1052570,1045570
1170950,1136030,NA,1064320,1055120,1046200,1060960,1051290,1052920
1162010,1061010,NA,1063040,1053800,1044960,1059860,1049720,1051600
1090060,1146420,NA,1061700,1052480,1052220,1067250,1048640,1050260
1174500,1142880,NA,1060400,1051180,1050980,1065740,1047130,1049040
1165790,1139490,NA,1067760,1049800,1049640,1064450,1054650,1047660
1156510,1055750,NA,1066200,1048480,1048300,1063390,1053200,1046350
1093310,1141140,NA,1064840,1047160,1046940,1061890,1051760,1045040
1178150,1146290,NA,1063780,1054580,1045720,1060620,1050700,1052220
1168920,1142870,NA,1062480,1053260,1052980,1058990,1049170,1051070
1160150,1059150,NA,1061160,1051940,1051760,1066510,1047880,1049760
1088170,1144560,NA,1059820,1050640,1050380,1065150,1046780,1048420
1172640,1141020,NA,1067160,1049300,1049060,1064000,1053920,1047080
1163760,1137600,NA,1065880,1048000,1047800,1062420,1052790,1045840
1163310,1053870,NA,1064560,1055240,1046440,1061080,1051270,1044470
1091300,1147970,NA,1063260,1053940,1045100,1059930,1049910,1051850
1176190,1144430,NA,1061940,1052720,1052480,1067280,1048600,1050560
1167300,1140930,NA,1060620,1051400,1051140,1065770,1047330,1049260
1158140,1057360,NA,1067980,1050040,1049920,1064480,1054680,1047980
1086140,1142630,NA,1066400,1048720,1048580,1063400,1053410,1046630
1179440,1139180,NA,1065060,1047400,1047240,1061990,1051980,1045260
1170750,1135750,NA,1064080,1054800,1045860,1060670,1050920,1052440
1161580,1060750,NA,1062700,1053480,1044620,1059600,1049610,1051320
1089690,1146110,NA,1061380,1052120,1051900,1067040,1048340,1049930
1174450,1142570,NA,1060060,1050800,1050580,1065610,1046760,1048660
1165240,1139140,NA,1067380,1049480,1049360,1063740,1054350,1047320
1156430,1055420,NA,1066100,1048160,1047980,1062810,1052750,1046010
1093190,1140840,NA,1064780,1046800,1046640,1061350,1051550,1044670
1177690,1146030,NA,1063460,1054220,1045400,1060180,1050400,1052120
1168640,1142470,NA,1062160,1052880,1052680,1067530,1049050,1050820
1159470,1058890,NA,1060840,1051580,1051340,1066060,1047470,1049460
1087910,1144250,NA,1068200,1050240,1050140,1064770,1046470,1048190
1172370,1140700,NA,1066620,1048940,1048780,1063690,1053630,1046760
1163540,1137280,NA,1065320,1047620,1047420,1062110,1052290,1045470
1162950,1053560,NA,1064240,1054960,1046100,1060800,1051140,1052790
1090980,1147680,NA,1062920,1053660,1044860,1059670,1049590,1051350
1175960,1144140,NA,1061600,1052320,1052160,1067070,1048510,1050030
1166790,1140610,NA,1060280,1051020,1050800,1065640,1047050,1048930
1157980,1057030,NA,1067600,1049700,1049480,1064420,1054310,1047520
1085960,1142300,NA,1066300,1048400,1048260,1062740,1053280,1046280
1179190,1138910,NA,1065000,1047060,1046900,1061900,1051960,1044770
1170360,1144090,NA,1063680,1054440,1045540,1060710,1050360,1052120
1161150,1060360,NA,1062380,1053120,1052920,1058940,1049130,1050920
1089220,1145770,NA,1061060,1051780,1051580,1066460,1047960,1049610
1174130,1142240,NA,1059740,1050480,1050340,1065120,1046640,1048390
1165170,1138830,NA,1067080,1049120,1048980,1063940,1053830,1047000
1155910,1055120,NA,1065780,1047800,1047620,1062360,1052720,1045540
1092690,1140510,NA,1064460,1055180,1046400,1060990,1051100,1044370
1177540,1145680,NA,1063140,1053880,1045020,1059870,1050070,1051760
1168310,1142180,NA,1061820,1052560,1052440,1067240,1048520,1050490
1159500,1058620,NA,1060500,1051240,1051060,1065760,1047250,1049180
1087520,1143900,NA,1067820,1049920,1049720,1064470,1054620,1047860
1172060,1140340,NA,1066520,1048620,1048480,1063510,1053470,1046500
1171720,1136960,NA,1065280,1047300,1047100,1061930,1051900,1045160
1162550,1053230,NA,1063900,1054640,1045800,1060620,1050840,1052580
1090700,1147240,NA,1062600,1053320,1053120,1059540,1049360,1051170
1175570,1143830,NA,1061280,1051960,1051900,1066370,1048190,1049920
1166340,1140280,NA,1059980,1050660,1050500,1065030,1046650,1048390
1157600,1056700,NA,1067300,1049340,1049180,1063870,1054020,1047080
1085610,1141970,NA,1065980,1048040,1047840,1062910,1052900,1046000
1178870,1138480,NA,1064680,1046700,1046640,1061450,1051390,1044660
1170080,1143780,NA,1063340,1054100,1045280,1060210,1050030,1051930
1160820,1060080,NA,1062040,1052780,1052560,1067680,1048730,1050470
1088780,1145380,NA,1060720,1051480,1051340,1066130,1047470,1049320
1173680,1141970,NA,1067840,1050160,1049960,1064830,1054750,1047980
1164800,1138420,NA,1066740,1048820,1048640,1063090,1053480,1046640
1155440,1054840,NA,1065440,1047520,1047300,1062270,1052140,1045210
1092220,1140110,NA,1064120,1054880,1045980,1060930,1050850,1052560
1177140,1145280,NA,1062820,1053560,1044720,1059170,1049720,1051240
1168000,1141890,NA,1061500,1052240,1052020,1066610,1048450,1050120
1158820,1058300,NA,1060180,1050920,1050800,1065200,1047100,1048760
1087250,1143540,NA,1067520,1049600,1049420,1064050,1054240,1047460
1171670,1140020,NA,1066200,1048300,1048080,1063060,1052880,1046150
1171610,1136630,NA,1064900,1046980,1046840,1061700,1051560,1044900
1162370,1061620,NA,1063560,1054380,1045480,1060450,1050270,1052020
1090440,1147010,NA,1062240,1053060,1052880,1058730,1049170,1050690
1175380,1143460,NA,1060940,1051740,1051520,1066320,1047690,1049610
1166040,1140060,NA,1068260,1050440,1050160,1065010,1054940,1048270
1157310,1056300,NA,1066980,1049060,1048940,1063860,1053890,1046890
1085300,1141680,NA,1065640,1047740,1047560,1062260,1052570,1045600
1178490,1138180,NA,1064360,1055100,1046220,1060920,1051300,1052970
1169670,1143400,NA,1063020,1053780,1044980,1059820,1049730,1051660
1160400,1059800,NA,1061720,1052460,1052260,1067210,1048650,1050320
1088820,1145050,NA,1060400,1051160,1050920,1065760,1047140,1048950
1173290,1141650,NA,1067740,1049820,1049660,1064610,1054660,1047760
1164520,1138120,NA,1066500,1048520,1048340,1062920,1053190,1046390
1164120,1054530,NA,1065120,1047200,1046960,1061470,1051760,1045100
1092240,1139790,NA,1063780,1054600,1045720,1060250,1050710,1052480
1176610,1144960,NA,1062500,1053240,1053000,1067570,1049180,1051060
1167800,1141540,NA,1061160,1051900,1051760,1066660,1047880,1049610
1158540,NA,NA,1059840,1050600,1050420,1065270,1046760,1048400
1086600,NA,NA,1067200,1049280,1049080,1064080,1054160,1047180
1171590,NA,NA,1065860,1047980,1047760,1062480,1052600,1045770
1171130,NA,NA,1064580,1046620,1046420,1061140,1051520,1044520
1161980,NA,NA,1063260,1054000,1045220,1060060,1050160,1051920
1090010,NA,NA,1061940,1052680,1052500,1067440,1048870,1050560
1174900,NA,NA,1060380,1051380,1051160,1065930,1047580,1049270
1166000,NA,NA,1067960,1050060,1049840,1064660,1054930,1047950
1156670,NA,NA,1066660,1048720,1048500,1063570,1053330,1046640
1085100,NA,NA,1065320,1047420,1047300,1062020,1052100,1045270
1178350,NA,NA,1064020,1054820,1045920,1060680,1050930,1052700
1169260,NA,NA,1062700,1053480,1053320,1059580,1049610,1051310
1160070,NA,NA,1061380,1052140,1051960,1066380,1048350,1050040
1088510,NA,NA,1060060,1050820,1050620,1065660,1046760,1048500
1172960,NA,NA,1067420,1049500,1049400,1063820,1054350,1047420
1164110,NA,NA,1066100,1048200,1048000,1062980,1052750,1045870
1163580,NA,NA,1064800,1046940,1046660,1061520,1051550,1044790
1091560,NA,NA,1063480,1054280,1045440,1060300,1050410,1052120
1176540,NA,NA,1062160,1052960,1052700,1067630,1049070,1050750
1167600,NA,NA,1060840,1051600,1051480,1066100,1047580,1049510
1158350,NA,NA,1068180,1050280,1050080,1064810,1054840,1048100
1086290,NA,NA,1066880,1048960,1048760,1063730,1053790,1046830
1171210,NA,NA,1065560,1047640,1047420,1062180,1052470,1045520
1170740,NA,NA,1064240,1055060,1046180,1060830,1050880,1052870
1161610,NA,NA,1062920,1053700,1044840,1059700,1049640,1051560
1089670,NA,NA,1061600,1052360,1052160,1067100,1048560,1050190
1174620,NA,NA,1060280,1051040,1050920,1065760,1047200,1048850
1165500,NA,NA,1067700,1049700,1049600,1064470,1054360,1047620
1156670,NA,NA,1066320,1048360,1048240,1062750,1052990,1046330
1093200,NA,NA,1065020,1047160,1046920,1061960,1051680,1045010
1178030,NA,NA,1063700,1054500,1045580,1060640,1050410,1052120
1168840,NA,NA,1062380,1053200,1053000,1058900,1049310,1051050
1160070,NA,NA,1061060,1051880,1051660,1066440,1047780,1049710
1088090,NA,NA,1059740,1050560,1050320,1065080,1046650,1048340
1172560,NA,NA,1067100,1049240,1049020,1063910,1053840,1046860
1163810,NA,NA,1065780,1047940,1047660,1062300,1052740,1045740
1163370,NA,NA,1064460,1055220,1046340,1061050,1051110,1044350
1091350,NA,NA,1063140,1053900,1045000,1059920,1050070,1051750
1176210,NA,NA,1061620,1052560,1052400,1067280,1048520,1050460
1167020,NA,NA,1060520,1051220,1051060,1065770,1047250,1049140
1158060,NA,NA,1067840,1049920,1049820,1064500,1054630,1047800
1086060,NA,NA,1066540,1048600,1048460,1063420,1053480,1046450
1179370,NA,NA,1065220,1047380,1047120,1061890,1051900,1044990
1170620,NA,NA,1063920,1054640,1045900,1060600,1050820,1052510
1161400,NA,NA,1062600,1053360,1053140,1059500,1049510,1051030
1089360,NA,NA,NA,1052040,1051920,1066300,1048240,NA
1174250,NA,NA,NA,1050740,1050540,1064990,1046640,NA
1165350,NA,NA,NA,1049380,1049200,1063960,1054010,NA
1156080,NA,NA,NA,1048060,1047980,1062380,1052770,NA
1092900,NA,NA,NA,1046840,1046580,1061010,1051450,NA
1177810,NA,NA,NA,1054080,1045260,1059880,1050300,NA
1168480,NA,NA,NA,1052780,1052640,1067260,1048960,NA
1159720,NA,NA,NA,1051480,1051320,1066370,1047370,NA
1087740,NA,NA,NA,1050180,1049940,1064410,1054730,NA
1172590,NA,NA,NA,1048860,1048720,1063360,1053460,NA
1172100,NA,NA,NA,1047520,1047360,1061850,1052120,NA
1162830,NA,NA,NA,1054900,1046040,1060610,1050830,NA
1091250,NA,NA,NA,1053580,1044800,1059530,1049720,NA
1175790,NA,NA,NA,1052220,1052080,1067070,1048460,NA
1166700,NA,NA,NA,1050900,1050740,1065640,1047090,NA
1157530,NA,NA,NA,1049600,1049500,1064420,1054250,NA
1085680,NA,NA,NA,1048280,1048160,1062720,1052890,NA
1179320,NA,NA,NA,1047060,1046820,1061260,1051580,NA
1170100,NA,NA,NA,1054300,1045500,1060060,1050310,NA
1161290,NA,NA,NA,1053000,1052900,1067410,1049210,NA
1089310,NA,NA,NA,1051680,1051600,1066540,1047670,NA
1173900,NA,NA,NA,1050380,1050240,1065160,1046330,NA
1164720,NA,NA,NA,1049140,1048900,1063340,1053940,NA
1155910,NA,NA,NA,1047800,1047560,1062600,1052600,NA
1092720,NA,NA,NA,1055180,1046320,1061230,1051290,NA
1177530,NA,NA,NA,1053860,1044960,1059390,1049680,NA
1168270,NA,NA,NA,1052500,1052360,1066860,1048490,NA
1159240,NA,NA,NA,1051160,1051000,1065450,1047360,NA
1087200,NA,NA,NA,1049860,1049640,1064260,1054500,NA
1172120,NA,NA,NA,1048540,1048420,1063200,1053370,NA
1171710,NA,NA,NA,1047200,1047040,1061740,1052030,NA
1162520,NA,NA,NA,1054580,1045720,1060500,1050460,NA
1090550,NA,NA,NA,1053260,1053080,1059410,1049450,NA
1175470,NA,NA,NA,1051940,1051720,1066260,1047820,NA
1166570,NA,NA,NA,1050640,1050500,1065040,1046600,NA
1157350,NA,NA,NA,1049320,1049140,1063890,1054110,NA
1085330,NA,NA,NA,1047940,1047820,1062290,1052560,NA
1179020,NA,NA,NA,1046640,1046440,1060950,1051480,NA
1170030,NA,NA,NA,1054020,1045220,1059850,1050020,NA
1160780,NA,NA,NA,1052720,1052480,1067250,1048710,NA
1088800,NA,NA,NA,1051400,1051240,1065740,1047560,NA
1173660,NA,NA,NA,1050080,1049900,1064500,1054880,NA
1164420,NA,NA,NA,1048760,1048560,1063420,1053310,NA
1164360,NA,NA,NA,1047420,1047340,1061890,1052090,NA
1092330,NA,NA,NA,1054800,1046000,1060630,1050940,NA
1177210,NA,NA,NA,1053500,1044660,1059640,1049620,NA
1168080,NA,NA,NA,1052180,1051940,1067030,1048350,NA
1158890,NA,NA,NA,1050860,1050740,1065620,1046780,NA
1087040,NA,NA,NA,1049540,1049340,1063780,1054360,NA
1171840,NA,NA,NA,1048180,1048040,1062870,1052750,NA
1171310,NA,NA,NA,1046860,1046700,1061410,1051440,NA
1162500,NA,NA,NA,1054240,1045380,1060190,1050170,NA
1090550,NA,NA,NA,1052940,1052780,1067520,1049070,NA
1175000,NA,NA,NA,1051620,1051420,1065970,1047590,NA
1166250,NA,NA,NA,1050320,1050100,1064670,1054840,NA
1157030,NA,NA,NA,1048980,1048860,1063720,1053790,NA
1085080,NA,NA,NA,1047620,1047500,1062110,1052470,NA
1178690,NA,NA,NA,1055040,1046140,1060770,1050900,NA
1169450,NA,NA,NA,1053700,1044920,1059630,1049650,NA
1160490,NA,NA,NA,1052400,1052180,1067010,1048570,NA
1088560,NA,NA,NA,1051060,1050960,1065630,1047210,NA
1173130,NA,NA,NA,1049760,1049580,1064410,1054350,NA
1164380,NA,NA,NA,1048500,1048240,1062710,1052970,NA
1163940,NA,NA,NA,1047140,1047000,1061940,1051660,NA
1091940,NA,NA,NA,1054540,1045640,1060650,1050390,NA
1176730,NA,NA,NA,1053180,1052940,1058910,1049290,NA
1167500,NA,NA,NA,1051840,1051720,1066500,1047810,NA
1158630,NA,NA,NA,1050520,1050380,1065110,1046700,NA
1086640,NA,NA,NA,1049220,1049020,1063940,1053870,NA
1171570,NA,NA,NA,1047860,1047700,1062330,1052740,NA
1171000,NA,NA,NA,1046540,1046460,1060970,1051120,NA
1162190,NA,NA,NA,1053920,1045080,1059850,1050080,NA
1090180,NA,NA,NA,1052620,1052500,1067220,1048530,NA
1174670,NA,NA,NA,1051260,1051160,1065750,1047260,NA
1165870,NA,NA,NA,1049960,1049800,1064480,1054640,NA
1156610,NA,NA,NA,1048720,1048440,1063450,1053490,NA
1084690,NA,NA,NA,1047380,1047120,1061920,1051910,NA
1178080,NA,NA,NA,1054760,1045860,1060730,1050850,NA
1169320,NA,NA,NA,1053380,1053160,1058960,1049510,NA
1160090,NA,NA,NA,1052060,1051940,1066480,1047930,NA
1088250,NA,NA,NA,1050740,1050640,1065110,1046690,NA
1173090,NA,NA,NA,1049440,1049280,1063940,1054060,NA
1163870,NA,NA,NA,1048180,1047940,1062360,1052960,NA
1163480,NA,NA,NA,1046820,1046600,1061640,1051430,NA
1091580,NA,NA,NA,1054200,1045380,1059760,1050310,NA
1176530,NA,NA,NA,1052900,1052640,1067130,1048970,NA
1167330,NA,NA,NA,1051540,1051400,1066320,1047390,NA
1158130,NA,NA,NA,1050220,1050020,1065090,1054740,NA
1086180,NA,NA,NA,1048860,1048680,1063270,1053470,NA
1179860,NA,NA,NA,1047520,1047460,1061790,1052130,NA
1170670,NA,NA,NA,1054920,1046080,1060540,1050840,NA
1161710,NA,NA,NA,1053600,1044740,1059470,1049600,NA
1089720,NA,NA,NA,1052300,1052100,1066940,1048170,NA
1174640,NA,NA,NA,1050940,1050800,1065500,1047140,NA
1165460,NA,NA,NA,1049640,1049460,1064310,1054280,NA
1156290,NA,NA,NA,1048400,1048120,1062630,1052950,NA
1093100,NA,NA,NA,1047040,1046900,1061890,1051630,NA
1177960,NA,NA,NA,1054440,1045520,1060620,1050360,NA
1168720,NA,NA,NA,1053140,1052940,1059000,1048920,NA
1159850,NA,NA,NA,1051820,1051560,1066490,1047870,NA
1087850,NA,NA,NA,1050480,1050240,1065120,1046550,NA
1172790,NA,NA,NA,1049180,1048980,1063970,1053740,NA
1163430,NA,NA,NA,1047800,1047640,1062390,1052640,NA
1163040,NA,NA,NA,1055220,1046300,1061030,1051010,NA
1091480,NA,NA,NA,1053840,1044940,1059900,1049770,NA
1175910,NA,NA,NA,1052520,1052340,1067250,1048450,NA
1167080,NA,NA,NA,1051200,1050960,1065790,1047170,NA
1157790,NA,NA,NA,1049900,1049780,1064530,1054520,NA
1086240,NA,NA,NA,1048540,1048440,1062800,1053380,NA
1179590,NA,NA,NA,1047200,1047140,1062110,1052040,NA
1170410,NA,NA,NA,1054620,1045780,1060770,1050460,NA
1161210,NA,NA,NA,1053280,1053060,1059020,1049450,NA
1089360,NA,NA,NA,1051980,1051840,1066520,1047830,NA
1174290,NA,NA,NA,1050640,1050480,1065160,1046610,NA
1165080,NA,NA,NA,1049300,1049140,1064000,1054120,NA
1155940,NA,NA,NA,1047960,1047920,1062420,1052570,NA
1092790,NA,NA,NA,1046660,1046520,1061080,1051350,NA
1177700,NA,NA,NA,1054060,1045180,1059930,1049990,NA
1168540,NA,NA,NA,1052740,1052560,1067310,1048670,NA
1159340,NA,NA,NA,1051420,1051220,1065890,1047400,NA
1087780,NA,NA,NA,1050100,1050000,1064630,1054750,NA
1172240,NA,NA,NA,1048760,1048600,1063550,1053600,NA
1163150,NA,NA,NA,1047420,1047300,1061970,1052020,NA
1162920,NA,NA,NA,1054820,1045960,1060630,1050960,NA
1090930,NA,NA,NA,1053500,1044740,1059530,1049480,NA
1175840,NA,NA,NA,1052200,1051980,1067000,1048070,NA
1166680,NA,NA,NA,1050880,1050680,1065540,1046830,NA
1157510,NA,NA,NA,1049540,1049340,1064340,1054110,NA
1085540,NA,NA,NA,1048200,1048120,1062660,1053080,NA
1179220,NA,NA,NA,1046900,1046780,1061230,1051550,NA
1170020,NA,NA,NA,1054280,1045420,1060100,1050400,NA
1161210,NA,NA,NA,1052960,1052840,1067460,1049110,NA
1089290,NA,NA,NA,1051640,1051520,1065930,1047810,NA
1173780,NA,NA,NA,1050320,1050180,1064660,1046470,NA
1164850,NA,NA,NA,1049080,1048840,1063580,1053610,NA
1155630,NA,NA,NA,1047700,1047480,1062030,1052260,NA
1092360,NA,NA,NA,1055120,1046260,1060690,1050970,NA
1177280,NA,NA,NA,1053800,1044900,1059590,1049840,NA
1168070,NA,NA,NA,1052440,1052300,1067010,1048360,NA
1159310,NA,NA,NA,1051100,1050920,1065550,1047020,NA
1087290,NA,NA,NA,1049760,1049580,1064380,1054610,NA
1172150,NA,NA,NA,1048420,1048340,1062800,1053250,NA
1171730,NA,NA,NA,1047100,1046980,1061970,1051960,NA
1162480,NA,NA,NA,1054500,1045620,1060660,1050670,NA
1090600,NA,NA,NA,1053180,1053020,1058890,1049110,NA
1175440,NA,NA,NA,1051840,1051660,1066430,1047820,NA
1166210,NA,NA,NA,1050520,1050440,1065090,1046720,NA
1157340,NA,NA,NA,1049300,1049060,1063940,1053880,NA
1085350,NA,NA,NA,1047940,1047700,1062370,1052430,NA
1178650,NA,NA,NA,1055340,1046480,1061000,1051240,NA
1169890,NA,NA,NA,1054020,1045100,1059880,1049870,NA
1160680,NA,NA,NA,1052660,1052420,1067370,1048580,NA
1088640,NA,NA,NA,1051320,1051160,1065840,1047460,NA
1173530,NA,NA,NA,1049960,1049840,1064550,1054780,NA
