115200-DMA,115200-IRQ,115200-POLL,230400-DMA,230400-IRQ,230400-POLL,460800-DMA,460800-IRQ,460800-POLL,921600-DMA,921600-IRQ,921600-POLL,1843200-DMA,1843200-IRQ,1843200-POLL
11668,3758,6808,52824,7204,6644,30022,4932,5862,14951,3241,3071,14455.5,5215.5,4925.5
99168,4468,7578,52174,3594,7144,29372,5622,4322,7181,3671,2351,13325.5,4925.5,5205.5
98528,5138,7628,51564,4244,3524,28832,4182,5132,18411,2991,2891,12305.5,5265.5,4975.5
97878,5858,8448,11504,5014,4364,8192,4862,5702,16271,3321,3181,10775.5,5105.5,4735.5
13858,6548,9238,51274,5674,4854,30562,5532,4182,15381,2631,2421,14735.5,5425.5,5025.5
101358,7248,9808,50644,6324,5694,30042,4072,4972,6491,3061,2971,13475.5,5165.5,4785.5
92078,7938,10578,49994,7094,6264,27162,4752,5542,17701,3391,3261,12565.5,4995.5,4555.5
91458,8628,2508,9854,7744,7024,8612,5442,4232,16781,2681,2501,11075.5,5345.5,4835.5
8038,9328,3338,53984,4134,3414,31092,3982,4802,14771,3131,3051,14375.5,5065.5,4865.5
95388,10018,3848,53344,4794,4004,28332,4662,5592,6951,3471,3331,13725.5,5385.5,4625.5
94778,10618,4678,48454,5444,4814,27692,5342,4062,18181,2781,2571,12195.5,5235.5,4935.5
94238,2718,5258,8284,6244,5364,9172,6032,4852,16171,3211,3131,11205.5,4955.5,5245.5
10738,3388,6018,52414,6904,6184,29522,4582,5422,15161,3551,3411,14615.5,5335.5,5025.5
98158,4118,6588,51764,7564,6994,28902,5252,3862,7381,2861,2651,13485.5,5075.5,4745.5
97608,4808,7428,51244,3954,7544,28292,5952,4692,17481,3171,2941,12435.5,4925.5,4535.5
96988,5498,7948,11114,4614,3904,9832,4512,5212,16571,3621,2441,10915.5,5265.5,4845.5
13468,6188,8778,50854,5264,4714,30052,5182,3952,15681,2901,2731,14355.5,4965.5,4555.5
100988,6878,9538,50224,6024,5264,29442,5862,4482,6771,3241,3011,13615.5,5295.5,4875.5
100368,7568,10118,49584,6684,6074,28912,4402,5312,18011,3681,3551,12095.5,5135.5,4655.5
91088,8258,10948,9574,7344,6614,8242,5072,3742,16991,2981,2791,11185.5,4865.5,5155.5
7578,8848,2808,53694,3734,7444,30722,5762,4582,14981,3311,3081,14505.5,5205.5,4945.5
95088,9568,3648,53074,4394,3834,30102,4302,5112,7211,2641,2581,13395.5,5065.5,4755.5
94428,10278,4218,52414,5194,4354,27322,4972,5942,17321,3061,2891,12345.5,5385.5,5045.5
93818,10988,4988,8024,5854,5194,8902,5652,4372,16421,3391,3211,10845.5,5105.5,4805.5
10428,3058,5558,52024,6494,5714,31252,4172,4972,15521,2721,2421,14785.5,4935.5,5095.5
97788,3748,6388,51494,7154,6554,28512,4822,5782,6591,3121,2991,13525.5,5285.5,4865.5
97168,4438,6918,50854,3584,7084,27852,5602,4222,17711,3461,3261,12005.5,4995.5,4625.5
96638,5128,7758,10694,4244,3464,9442,4122,5042,16801,2781,2521,11105.5,5335.5,4915.5
13128,5818,8518,54814,4894,4254,29692,4772,5582,14781,3201,3051,14525.5,5175.5,4665.5
100608,6518,9078,49924,5664,4824,29162,5322,4302,7021,3541,3361,13245.5,4895.5,4695.5
99968,7208,9658,49314,6324,5614,28522,3892,4852,18131,2861,2571,12225.5,5275.5,4975.5
99338,7818,10418,9144,6974,6444,7842,4552,5662,16211,3281,3151,10705.5,5015.5,4745.5
7298,8518,2608,53244,7734,6974,30322,5232,4122,15201,3621,2361,14645.5,4785.5,5035.5
94688,9228,3188,52634,4024,3344,29672,5922,4672,7411,2941,2691,13485.5,5115.5,4795.5
94038,9938,3948,51994,4784,4134,26892,4492,5482,17541,3351,3241,12465.5,4945.5,4555.5
93498,10658,4518,7594,5444,4704,8502,5152,3962,16631,3681,2481,10945.5,5295.5,4845.5
9998,11358,5388,51724,6104,5494,30892,5822,4792,15711,3011,2761,14375.5,5025.5,4605.5
97488,3308,5928,51104,6864,6064,30362,4372,5362,6791,3321,3311,13755.5,5365.5,4895.5
96818,4008,6748,50444,7524,6854,27572,5042,4032,18031,2641,2551,12245.5,5205.5,4925.5
96218,4718,7298,10424,3914,7434,9022,5732,4612,17121,3091,2841,11235.5,4905.5,4685.5
12828,5438,8108,54444,4564,3764,31412,4282,5172,15111,3401,3131,14555.5,5255.5,4975.5
100178,6118,8658,53834,5224,4624,28562,4952,3842,7301,2711,2631,13385.5,5095.5,4735.5
